103850
1 0
3 3
1 4
103694
1 0
4 3
8 4
103132
2 0
3 1
1 2
2 3
1 4
103108
1 0
1 1
3 3
103611
1 1
1 3
1 4
103501
3 2
6 3
2 4
103054
1 0
4 3
9 4
103521
2 0
1 2
2 3
2 4
103432
3 3
1 4
104066
2 3
1 4
103354
2 1
1 2
4 4
103373
1 3
2 4
102885
1 0
4 3
4 4
102788
5 3
6 4
102875
2 3
6 4
102988
1 2
3 3
1 4
103542
4 4
103288
1 0
3 1
3 3
3 4
103248
4 3
6 4
102730
1 0
2 3
3 4
102610
1 0
1 1
4 3
4 4
102957
2 1
1 2
2 3
1 4
102997
1 0
2 3
5 4
103411
1 0
2 1
2 3
6 4
102664
4 0
1 3
6 4
103288
1 0
1 1
1 2
3 3
6 4
103067
5 3
8 4
102656
3 3
4 4
103133
1 2
1 3
2 4
102810
2 0
1 2
4 4
103049
1 0
3 3
1 4
103226
2 3
3 4
103411
1 0
2 3
3 4
103231
3 0
1 2
2 3
5 4
103151
1 2
2 4
103150
4 3
4 4
103261
5 3
3 4
102969
5 3
5 4
103314
1 0
2 3
6 4
103498
1 0
5 3
4 4
103081
6 3
3 4
103402
1 0
1 3
4 4
102948
2 1
3 3
3 4
103147
1 0
5 3
3 4
103240
3 3
2 4
103258
1 3
7 4
102757
2 0
1 3
6 4
103126
3 3
3 4
103129
1 0
1 2
2 3
1 4
103323
1 0
7 3
3 4
103591
4 0
1 1
2 3
103214
4 4
103357
1 2
2 3
3 4
103138
1 3
4 4
103298
3 3
8 4
103206
1 0
5 3
4 4
102936
2 0
2 1
1 3
2 4
102953
1 1
3 3
2 4
103037
3 0
1 3
2 4
102856
1 0
3 3
4 4
103276
1 0
4 3
4 4
103312
1 0
1 1
3 3
5 4
103460
1 1
2 3
3 4
103298
5 3
6 4
103628
1 0
1 3
3 4
103110
3 3
1 4
102973
3 1
2 3
3 4
102686
3 1
1 2
1 3
6 4
103195
1 3
6 4
103281
2 0
3 4
103154
2 1
3 3
5 4
103449
2 3
4 4
103345
1 1
3 3
3 4
103583
1 2
3 4
103441
1 3
2 4
103442
1 1
1 2
2 3
4 4
103070
4 3
1 4
103304
1 1
4 3
2 4
103357
2 1
1 2
4 3
2 4
102628
2 0
1 3
3 4
103424
1 2
3 4
102782
1 0
4 3
5 4
103871
1 0
4 3
6 4
103147
1 2
1 3
2 4
102707
1 0
1 1
5 3
2 4
103145
1 0
2 3
4 4
102604
2 3
2 4
103429
6 3
1 4
103114
1 0
2 3
8 4
103649
1 0
1 1
2 4
102752
2 3
3 4
103348
2 0
3 3
6 4
103229
2 3
3 4
103701
2 1
1 4
103423
1 0
1 1
1 2
6 3
5 4
103461
1 0
2 3
5 4
1 4 3
103581
1 0
2 2
4 3
11 4
102556
1 0
1 1
4 3
1 4
103203
1 3
3 4
103299
1 2
4 3
6 4
