100787
19 0
2 1
9 3
9 4
100816
37 0
1 0 4
1 2
5 3
13 4
100932
3 0
11 1
12 3
10 4
4 4 0
100544
6 1
2 2
3 3
27 4
101719
10 0
6 1
7 3
35 4
100262
8 0
2 2
7 3
21 4
100875
11 0
9 3
29 4
101230
15 0
1 3
7 4
100429
2 0
3 1
1 2
6 3
28 4
2 4 0
102264
35 0
2 1
5 3
9 4
100158
1 0
34 1
2 2
2 3
8 4
101400
3 1
9 3
26 4
100903
32 0
1 0 3
1 1
8 3
14 4
101411
1 0
1 1
2 2
5 3
25 4
101525
8 0
1 2
21 4
101015
4 0
7 1
8 3
16 4
101019
18 0
1 2
13 3
9 4
100834
3 0
39 1
4 3
3 4
100818
3 1
6 3
43 4
100796
22 0
7 3
11 4
101292
15 0
1 0 4
1 2
11 3
23 4
100545
13 0
4 1
1 2
10 3
12 4
101055
23 0
10 1
7 3
9 4
102624
4 0
22 1
7 3
3 4
100639
2 0
10 1
16 3
23 4
100713
5 0
28 1
8 3
12 4
100861
3 0
4 1
1 2
10 3
26 4
100079
30 0
1 1
7 3
10 4
101260
4 0
2 1
11 3
22 4
100848
35 0
1 1
1 2
8 3
7 4
100964
39 0
2 1
5 3
5 4
100521
2 0
1 1
1 2
9 3
28 4
100180
19 0
1 1
1 2
6 3
13 4
101610
24 0
1 1
1 2
5 3
18 4
101151
1 0
28 1
1 1 3
1 2
5 3
4 4
100737
1 0
13 1
1 2
9 3
40 4
100442
1 0
7 1
8 3
28 4
100467
28 0
4 3
7 4
100464
18 0
5 1
1 2
9 3
15 4
100649
5 1
1 2
3 3
36 4
100757
6 0
7 1
11 3
19 4
102409
22 0
9 1
10 3
17 4
100464
26 0
1 0 3
1 1
14 3
7 4
100953
2 0
3 1
9 3
24 4
100511
1 0
3 1
5 3
25 4
100629
18 0
1 1
6 3
8 4
101364
15 0
1 1
1 2
3 3
14 4
100571
16 0
7 1
8 3
10 4
100688
5 0
15 1
1 2
3 3
18 4
100515
23 0
4 3
26 4
100712
28 0
3 1
1 2
8 3
13 4
101261
1 0
1 1
2 2
2 3
29 4
1 4 3
100880
5 0
23 1
3 2
5 3
14 4
100707
2 0
1 1
1 2
11 3
26 4
100467
1 0
4 1
6 3
28 4
100507
17 0
1 1
11 3
18 4
100608
34 0
1 1
10 3
16 4
100486
2 1
6 3
17 4
100613
48 0
7 3
8 4
100679
2 0
2 1
4 3
37 4
100634
14 0
7 3
25 4
101006
2 1
1 2
8 3
20 4
100639
1 0
6 1
9 3
18 4
100828
4 0
8 1
1 2
4 3
29 4
101051
11 0
18 1
6 3
9 4
101082
7 0
4 1
1 2
6 3
17 4
100973
9 1
3 3
20 4
100783
3 0
1 2
6 3
32 4
100700
14 0
6 1
10 3
10 4
100486
38 0
7 3
12 4
100435
15 1
6 3
11 4
100306
3 0
22 1
8 3
21 4
100291
1 0
35 1
1 1 4
10 3
11 4
100611
18 0
1 1
6 3
19 4
101027
11 0
1 0 4
1 2
12 3
28 4
100511
8 0
28 1
1 1 4
1 2
8 3
6 4
100078
26 1
9 3
9 4
101270
1 0
3 1
10 3
23 4
1 4 0
100632
5 0
21 1
13 3
16 4
100198
14 0
2 1
1 2
4 3
13 4
100847
9 0
3 1
1 2
7 3
12 4
100769
32 0
2 1
5 3
8 4
100266
27 0
5 3
22 4
100796
1 0
22 1
1 2
3 3
10 4
100820
1 0
57 1
15 3
7 4
101288
27 0
2 1
1 2
5 3
11 4
101659
2 1
18 3
19 4
101549
17 1
2 2
5 3
16 4
100808
17 0
8 3
23 4
101056
7 1
6 3
25 4
101083
15 1
1 1 3
9 3
20 4
100956
2 0
2 2
4 3
31 4
100297
2 1
4 3
34 4
100592
2 0
35 1
1 2
6 3
8 4
100768
4 0
12 1
7 3
27 4
100336
1 1
2 2
3 3
25 4
100220
2 0
1 1
1 2
2 3
42 4
100930
46 1
5 3
6 4
100639
3 0
3 1
3 2
4 3
27 4
100734
10 0
6 3
27 4
